	words	document_8	document_6	document_19	document_20	document_3	document_12	document_1	document_4	document_9	document_14	document_15	document_2	document_11	document_5	document_7	document_16	document_18	document_13	document_17	document_10
7657	Howard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7658	amnesia	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7659	oriented	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
7660	assuring	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7661	Considered	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7662	negotiation	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7663	Widely	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7664	fundamental	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7665	litters	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7666	well-nourished	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7667	amplification	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7668	official	16	0	0	1	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0
7669	drastically	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7670	artistic	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7671	gun	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7672	raise	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7673	Puget	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7674	horse	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
7675	allies	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7676	reciprocated	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7677	Olympics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7678	flee	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7679	barred	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7680	forth	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7681	again	0	1	4	0	0	0	1	0	0	0	1	1	0	4	0	1	0	0	2	0
7682	list	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
7683	prove	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7684	enter	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7685	drew	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7686	CCCO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7687	newlyweds	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7688	Graf	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
7689	densest	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7690	revivalists	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7691	c	0	0	5	0	0	0	0	1	0	0	12	0	0	0	1	1	2	0	0	0
7692	Rioting	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7693	Draft	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7694	specifically	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
7695	Repr	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7696	anomalies	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7697	stuck	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7698	absolute	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
7699	pack	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7700	vermin	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7701	NSA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7702	televised	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7703	Visits	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7704	Minister	3	0	2	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
7705	clerk	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7706	collard	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7707	Mine	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7708	parvoviruses	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7709	Klan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7710	sideways	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7711	degli	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7712	Brotherhood	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7713	gay	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7714	Mather	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7715	commander	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7716	brutality	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7717	generating	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7718	Within	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7719	reject	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7720	constant	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7721	Wind	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7722	Development	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7723	Koreans	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7724	eukaryotic	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
7725	forests	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7726	aunt	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7727	consuming	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7728	Divisions	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7729	retention	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7730	Romanum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7731	totals	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7732	Air	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7733	ties	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7734	targeted	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
7735	dance	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
7736	deeply	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7737	branching	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7738	factors	0	2	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0
7739	Dandenong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
7740	think	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7741	Vigo	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
7742	eaten	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7743	supporter	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7744	capitalistic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7745	company	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0
7746	Turkish	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7747	room	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
7748	Osainistas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7749	King	0	0	5	419	0	0	0	0	1	0	0	0	0	2	0	13	0	0	0	0
7750	footsteps	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7751	supplement	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7752	reproduction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7753	kicked	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7754	Speak	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7755	Blutzuckerwerte	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7756	salmonella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7757	five-time	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7758	Clin	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7759	placed	1	0	2	2	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0
7760	Nigeria	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7761	skepticism	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7762	female	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7763	gastrointestinal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7764	redirect	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7765	Ideas	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7766	omiero	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
7767	turnout	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7768	influenced	0	0	2	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
7769	conducted	3	0	5	4	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0
7770	afraid	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7771	aromas	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7772	Gravity	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7773	Hawkeye	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7774	Civ	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7775	listed	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7776	Secretary	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
7777	air	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
7778	f	0	0	0	0	0	0	0	1	0	0	6	0	18	2	0	0	0	0	0	0
7779	When	1	4	14	4	1	0	3	3	0	0	2	2	0	0	0	2	0	0	0	0
7780	divination	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
7781	tall	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7782	cartographer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7783	degrade	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7784	Marble	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7785	nullifying	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7786	School	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7787	antiskidding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7788	visited	2	0	6	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7789	thrown	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7790	ar-Rifa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7791	Though	0	3	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7792	witch	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7793	impulsively	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7794	appealing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7795	incidence	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7796	Gallup	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7797	breathing	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7798	Og	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7799	Denton	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7800	guests	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0
7801	rtin	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7802	TA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7803	entertainers	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7804	RNA	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
7805	singing	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7806	ham	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7807	suspended	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7808	Katze	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7809	Rossmann-like	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7810	Liverpool	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7811	rgen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7812	Eagles	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7813	lending	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7814	paternal	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7815	submit	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7816	Care	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7817	nonverbally	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7818	racetrack	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7819	Crozer	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7820	discredit	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7821	Dr	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7822	Management	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7823	middle-aged	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7824	members	5	2	6	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7825	Supreme	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7826	latitude	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
7827	called	2	7	12	14	0	0	6	9	1	0	0	3	2	4	0	1	0	0	0	0
7828	cells	0	0	0	0	0	0	0	16	0	0	1	18	0	0	0	0	0	0	0	0
7829	whiskers	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7830	abandoned	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7831	To	1	2	2	0	0	0	2	2	0	0	2	0	0	4	1	1	0	0	0	0
7832	Ireland	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
7833	Parent	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7834	markedly	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7835	dismantling	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7836	Eukaryotes	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7837	Advancement	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7838	credence	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7839	labor	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7840	bystanders	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7841	health-related	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7842	Phillips	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7843	Spingarn	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7844	p	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
7845	bold	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7846	un-replicated	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7847	Life	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7848	Soviet	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7849	Death	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7850	Egyptian	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7851	shifted	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7852	shield	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7853	always	0	3	2	2	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0
7854	Other	3	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
7855	poorer	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7856	summarised	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7857	violin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7858	partner	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0
7859	monitored	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7860	urge	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7861	very	1	5	3	5	1	0	1	2	0	0	1	2	0	2	0	0	0	0	0	0
7862	disorders	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7863	Franklins	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7864	aimed	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7865	Three	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7866	sympathies	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7867	Fest	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7868	began	1	0	11	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7869	vibrissae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7870	Rhode	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7871	Pepper	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7872	flinging	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7873	awkward	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7874	petition	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7875	appearing	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
7876	exemptions	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7877	grows	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7878	Admired	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7879	nonviolent	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7880	Topoisomerases	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7881	King-Abernathy	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7882	criticised	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7883	standards	0	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
7884	Maximilianeum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7885	showcases	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7886	classic	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7887	mutation	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7888	disobeying	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7889	existence	0	0	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
7890	warmer	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
7891	sowre	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7892	fully	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7893	treatments	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7894	virtuous	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7895	Otto	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7896	Morgan	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7897	firmly	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7898	betterment	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7899	etched	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7900	attempted	0	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7901	meat-oriented	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7902	responding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7903	predicted	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7904	treatment	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
7905	Humanist	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7906	Philippines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7907	Cause	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7908	KCNA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7909	entertainment	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7910	sums	0	0	1	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
7911	Censor	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7912	Wolfram	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7913	order	2	0	1	8	0	0	2	1	0	0	3	0	0	9	0	0	0	0	0	1
7914	defined	0	0	0	0	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0
7915	UN	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7916	Room	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7917	Elongation	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7918	joins	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7919	Good	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7920	Advice	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7921	greeting	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7922	strategically	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7923	shouted	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7924	Pleasure	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7925	date	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0
7926	Witnesses	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7927	Bushe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7928	representatives	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
7929	fertility	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7930	Abraham	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7931	Lecture	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7932	defeat	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7933	disquisitions	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7934	Agreement	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7935	organisers	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7936	carriers	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7937	stabbed	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7938	predators	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7939	reflects	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7940	Elizabeth	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7941	roughly	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7942	As	1	4	10	3	0	0	1	9	0	0	3	10	0	4	0	0	0	2	0	0
7943	Negro	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7944	dramatize	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7945	displays	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7946	economic	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7947	bombed	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7948	brass	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
7949	commemorative	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7950	Goal	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
7951	denotes	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
