	words	document_8	document_6	document_19	document_20	document_3	document_12	document_1	document_4	document_9	document_14	document_15	document_2	document_11	document_5	document_7	document_16	document_18	document_13	document_17	document_10
7362	dishonored	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7363	usually	0	13	1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0
7364	there	5	4	11	8	1	0	6	2	0	0	3	4	4	10	3	1	0	0	0	0
7365	II	0	0	1	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0
7366	lighter	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7367	nick	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
7368	material	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7369	coefficient	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7370	Museum	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7371	rescued	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7372	rapid	0	2	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0
7373	iya	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7374	Nazi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7375	Nevertheless	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7376	excessively	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7377	-X	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7378	Leeds	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
7379	manly	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7380	database	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7381	Workers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7382	laughing	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7383	error	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7384	mythology	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7385	detonation	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7386	Sicily	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7387	boat	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7388	create	0	1	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
7389	fellow	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7390	About	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7391	Bell	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7392	circles	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7393	lower	0	2	1	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0
7394	hung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7395	wine	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
7396	knowingly	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7397	Time	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7398	false	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7399	choice	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7400	Willie	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7401	initiations	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7402	Collection	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7403	unfairness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7404	zone	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
7405	continents	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7406	Able	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7407	wisdom	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7408	pursuing	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7409	wages	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7410	Parenthood	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7411	ntonino	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7412	mine	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7413	Nature	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7414	undeveloped	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7415	Fabrik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7416	characteristics	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7417	Hacker-Pschorr-Br	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7418	hotter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7419	Primary	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7420	neuromuscular	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7421	camp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
7422	Taxonomy	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7423	failed	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7424	soldiers	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7425	Adultery	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7426	deliver	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7427	politician	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7428	weaken	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7429	directions	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
7430	-minute	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7431	waterways	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7432	Parties	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7433	Famous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7434	devices	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7435	Caltex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7436	incorporated	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7437	aids	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7438	Bury	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7439	dynamics	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7440	capital	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7441	present	1	2	2	3	0	0	1	0	0	0	1	0	0	1	0	3	0	0	2	0
7442	tamed	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7443	arousing	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7444	Zoo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7445	includes	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
7446	Indenture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7447	using	2	7	6	2	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0
7448	signed	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7449	substance	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7450	min	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7451	Free	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7452	Volksfest	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
7453	bases	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
7454	pumped	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7455	vast	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
7456	stall	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7457	guided	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7458	blanket	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7459	diseased	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7460	Gay	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7461	ours	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7462	powered	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7463	Ambulance	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7464	conductor	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7465	attitudes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7466	armistice	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7467	prerogative	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7468	revolution	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7469	distinctiveness	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7470	oceanographer	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7471	exhaustion	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7472	infinity	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7473	evaluated	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7474	anti-North	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7475	carts	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7476	carrying	1	1	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7477	devised	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7478	wants	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7479	Lutheran	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7480	consecutive	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7481	Interior	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7482	USNS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7483	kiting	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7484	liters	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7485	councilman	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7486	Floristella	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7487	Schottenhamel	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
7488	bulletin	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7489	Investigators	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7490	bailed	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7491	actuality	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7492	showings	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7493	replicas	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7494	ball	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7495	sawn	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7496	EnglandJohn	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7497	regulated	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7498	BEP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7499	discovering	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7500	Apart	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7501	Patent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
7502	describes	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7503	apology	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7504	papillae	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7505	advice	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7506	eastbound	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7507	pastime	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7508	disagree	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7509	receipts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7510	proclaim	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7511	lightning	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7512	dutch	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7513	UTC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7514	subway	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7515	workplace	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
7516	-Feb-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
7517	troubled	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7518	Statement	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7519	financing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7520	Episcopal	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7521	delivering	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7522	year-long	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7523	lethal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7524	Debrecen	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7525	waiters	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7526	Concord	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7527	forgotten	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7528	Utah	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7529	mirror	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7530	petitioned	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7531	place	0	3	4	6	0	0	1	1	0	0	2	2	0	12	1	1	0	0	1	0
7532	overpopulation	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7533	Perry	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7534	fluids	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7535	significant	2	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
7536	found	13	9	5	7	0	0	1	4	1	0	1	2	0	2	2	2	0	0	0	0
7537	broadcast	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7538	planters	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7539	pre-replication	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7540	sleeping	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7541	Raines	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7542	do	2	10	6	9	0	0	1	5	0	0	0	3	0	2	3	0	0	0	0	0
7543	discontinue	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7544	hold	2	0	2	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
7545	feminosexuals	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7546	purposes	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7547	Honor	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7548	greasy	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7549	MRI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7550	advertisements	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7551	teams	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7552	salt	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7553	drilled	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7554	spectators	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7555	recipient	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7556	Against	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7557	poorest	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7558	analogue	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7559	EnglandBrian	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7560	construction	0	0	1	0	0	0	0	0	0	0	0	0	0	4	10	1	0	1	0	0
7561	nonviolence	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7562	agape	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7563	held	1	0	6	3	0	0	0	0	0	0	0	0	0	8	0	1	0	0	1	0
7564	Size	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
7565	climates	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7566	Civil	1	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7567	weaknesses	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7568	finger	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7569	Transcaucasian	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7570	theorist	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7571	wenbr	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
7572	permission	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7573	Middle	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7574	directionality	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7575	He	5	1	71	37	5	0	1	0	4	0	0	0	0	0	0	7	1	0	0	0
7576	Supporters	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7577	wooden	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7578	played	0	2	3	1	2	0	1	0	0	0	0	0	0	2	0	0	0	0	9	0
7579	autopsy	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7580	desegregation	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7581	stronger	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
7582	Tribal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7583	Georg	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7584	crusades	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7585	per	0	5	2	0	0	0	0	5	0	0	2	1	0	3	0	0	0	0	7	0
7586	duration	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7587	weighty	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7588	expense	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7589	Postal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7590	surmounted	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7591	extremely	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
7592	worked	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
7593	steeped	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7594	driven	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
7595	Pre-pregnancy	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7596	Haston	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
7597	Hungary	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7598	almanac	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7599	sl	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7600	borne	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7601	willingly	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7602	PA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7603	proposals	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7604	shipments	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7605	compare	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7606	squarely	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7607	file	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7608	pet	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7609	Portland	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7610	occurred	3	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0
7611	impossible	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7612	Lexington	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7613	womb	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7614	forays	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7615	Ude	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7616	surviving	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7617	jcp	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7618	lead	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
7619	native	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7620	facility	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
7621	function	0	2	0	0	0	0	1	1	0	0	1	0	2	0	1	0	0	1	0	0
7622	reform	0	0	1	2	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0
7623	undergone	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7624	Short	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7625	Bachelor	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7626	regulate	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
7627	pusekatt	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7628	pus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7629	Polar	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
7630	Emblem	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7631	fairness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7632	ads	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7633	cocktails	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7634	dominated	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7635	Obedience	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7636	Practices	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7637	pinnae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7638	unconventional	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7639	historische	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7640	rear	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7641	remained	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
7642	tambor	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7643	kinetic	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7644	psychological	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7645	paltry	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7646	draped	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7647	streets	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7648	Baltimore	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7649	noticeable	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7650	sedentary	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7651	USS	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7652	cycles	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
7653	mathematics	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7654	follows	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
7655	Steyrer	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7656	anti-war	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
